found_minima,found_saddles,bias_count,energy_calls_at_each_min,force_calls_at_each_min,run_id,seed,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
"[array([0.62349941, 0.02803776]), array([-0.05001081,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.29353161, 0.46806191]), array([-0.26902956,  1.02883063]), array([0.29353161, 0.46806191]), array([-0.26902956,  1.02883063])]",4,"[13, 24, 55]","[13, 24, 55]",414,5,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002696,  0.46669827]), array([-0.55822363,  1.44172584])]","[array([-0.04252127,  0.46571225]), array([-0.05904937,  0.46238595]), array([-0.04252127,  0.46571225]), array([-0.05904937,  0.46238595])]",13,"[13, 209, 230]","[13, 209, 230]",437,8,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002056,  0.46669603]), array([-0.55822365,  1.44172582])]","[array([1.12421713, 0.25559379]), array([ 1.00533396, -0.36782112]), array([1.12421713, 0.25559379]), array([ 1.00533396, -0.36782112])]",8,"[13, 40, 110]","[13, 40, 110]",253,4,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05008374,  0.46670849]), array([-0.5582234 ,  1.44172617])]","[array([1.0107558 , 0.41859183]), array([1.17546579, 0.37893613]), array([1.0107558 , 0.41859183]), array([1.17546579, 0.37893613])]",23,"[13, 56, 354]","[13, 56, 354]",92,3,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.0500595,  0.4667037]), array([-0.55822351,  1.44172603])]","[array([0.42965194, 0.54274462]), array([-0.45511291,  0.05607548]), array([0.42965194, 0.54274462]), array([-0.45511291,  0.05607548])]",6,"[101, 225, 801]","[101, 225, 801]",0,1,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 1.12919142, -0.18823888]), array([ 0.66603058, -0.47656457]), array([ 1.12919142, -0.18823888]), array([ 0.66603058, -0.47656457])]",7,"[13, 24, 89]","[13, 24, 89]",415,6,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822363,  1.44172584])]","[array([1.12421713, 0.25559379]), array([ 1.00534842, -0.3678229 ]), array([1.12421713, 0.25559379]), array([ 1.00534842, -0.3678229 ])]",8,"[13, 40, 119]","[13, 40, 119]",93,4,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05010114,  0.466718  ]), array([-0.55822363,  1.44172584])]","[array([0.13969082, 0.04050464]), array([-0.34936194,  0.4668627 ]), array([0.13969082, 0.04050464]), array([-0.34936194,  0.4668627 ])]",23,"[13, 303, 453]","[13, 303, 453]",438,9,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.16460483, 0.33121389]), array([ 0.5454749 , -0.51630382]), array([0.16460483, 0.33121389]), array([ 0.5454749 , -0.51630382])]",10,"[13, 26, 186]","[13, 26, 186]",416,7,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001088,  0.46669411]), array([-0.55822361,  1.44172586])]","[array([ 1.09692223, -0.37299876]), array([-0.53330035,  0.86570186]), array([ 1.09692223, -0.37299876]), array([-0.53330035,  0.86570186])]",11,"[101, 1046, 1323]","[101, 1046, 1323]",483,4,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05003515,  0.4666989 ]), array([-0.55822361,  1.44172588])]","[array([0.29353161, 0.46806191]), array([ 0.32355849, -0.43296322]), array([0.29353161, 0.46806191]), array([ 0.32355849, -0.43296322])]",8,"[13, 24, 125]","[13, 24, 125]",94,5,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.96629572, 0.45814319]), array([0.07037616, 1.31342918]), array([0.96629572, 0.45814319]), array([0.07037616, 1.31342918])]",10,"[13, 31, 161]","[13, 31, 161]",417,8,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003515,  0.46669891]), array([-0.55822363,  1.44172584])]","[array([ 1.12919142, -0.18823888]), array([ 0.8131137 , -0.48824987]), array([ 1.12919142, -0.18823888]), array([ 0.8131137 , -0.48824987])]",7,"[13, 25, 114]","[13, 25, 114]",95,6,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002448,  0.46669759]), array([-0.55822363,  1.44172584])]","[array([0.07346854, 0.28567696]), array([-0.42141585,  0.49453633]), array([0.07346854, 0.28567696]), array([-0.42141585,  0.49453633])]",23,"[13, 253, 404]","[13, 253, 404]",439,10,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003516,  0.46669891]), array([-0.5582236 ,  1.44172589])]","[array([0.16460483, 0.33121389]), array([ 0.62496384, -0.52196397]), array([0.16460483, 0.33121389]), array([ 0.62496384, -0.52196397])]",8,"[13, 26, 123]","[13, 26, 123]",96,7,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.66143957, -0.5245615 ]), array([1.28540168, 0.23270575]), array([ 0.66143957, -0.5245615 ]), array([1.28540168, 0.23270575])]",12,"[13, 40, 168]","[13, 40, 168]",418,9,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05120684,  0.46695903]), array([-0.55822355,  1.44172596])]","[array([ 0.95846085, -0.40819709]), array([-0.40963997,  0.04979516]), array([ 0.95846085, -0.40819709]), array([-0.40963997,  0.04979516])]",9,"[101, 590, 1144]","[101, 590, 1144]",1,2,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05003509,  0.46669889])]","[array([0.96629572, 0.45814319]), array([0.01536913, 1.25842243]), array([0.96629572, 0.45814319]), array([0.01536913, 1.25842243])]",10,"[13, 31, 145]","[13, 31, 145]",97,8,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001085,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.89446485, -0.45058289]), array([ 0.66480407, -0.52459004]), array([ 0.89446485, -0.45058289]), array([ 0.66480407, -0.52459004])]",7,"[13, 31, 119]","[13, 31, 119]",419,10,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001568,  0.46669507]), array([-0.55822363,  1.44172585])]","[array([0.29353161, 0.46806191]), array([ 0.83937534, -0.47783288]), array([0.29353161, 0.46806191]), array([ 0.83937534, -0.47783288])]",22,"[13, 24, 999]","[13, 24, 999]",254,5,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822361,  1.44172588])]","[array([ 0.61715118, -0.5219256 ]), array([ 1.1730915, -0.2876966]), array([ 0.61715118, -0.5219256 ]), array([ 1.1730915, -0.2876966])]",17,"[13, 41, 280]","[13, 41, 280]",98,9,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001571,  0.46669506]), array([-0.55822363,  1.44172584])]","[array([ 1.12919142, -0.18823888]), array([ 0.81310351, -0.48824839]), array([ 1.12919142, -0.18823888]), array([ 0.81310351, -0.48824839])]",11,"[13, 24, 168]","[13, 24, 168]",255,6,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05003514,  0.4666989 ])]","[array([ 0.89446485, -0.45058289]), array([-0.97463533,  1.80103254]), array([ 0.89446485, -0.45058289]), array([-0.97463533,  1.80103254])]",5,"[13, 39, 87]","[13, 39, 87]",99,10,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05209926,  0.46717754]), array([-0.55822328,  1.44172633])]","[array([1.0107558 , 0.41859183]), array([0.25669629, 0.97843387]), array([1.0107558 , 0.41859183]), array([0.25669629, 0.97843387])]",16,"[101, 733, 2009]","[101, 733, 2009]",2,3,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.0500157 ,  0.46669507]), array([-0.55822363,  1.44172586])]","[array([0.16460483, 0.33121389]), array([ 0.80516863, -0.49117561]), array([0.16460483, 0.33121389]), array([ 0.80516863, -0.49117561])]",41,"[13, 26, 688]","[13, 26, 688]",256,7,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05081091,  0.46687534]), array([-0.55822338,  1.44172619])]","[array([-0.06649085,  0.46556474]), array([0.29739616, 0.47397605]), array([-0.06649085,  0.46556474]), array([0.29739616, 0.47397605])]",111,"[13, 337, 1199]","[13, 337, 1199]",230,1,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001568,  0.46669506])]","[array([0.96629572, 0.45814319]), array([-0.72528004,  1.96574126]), array([0.96629572, 0.45814319]), array([-0.72528004,  1.96574126])]",17,"[13, 31, 248]","[13, 31, 248]",257,8,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001086,  0.46669411]), array([-0.55822363,  1.44172585])]","[array([0.29353162, 0.46806191]), array([ 0.94436816, -0.48368484]), array([0.29353162, 0.46806191]), array([ 0.94436816, -0.48368484])]",22,"[101, 225, 2721]","[101, 225, 2721]",484,5,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002056,  0.46669603]), array([-0.55822364,  1.44172584])]","[array([ 0.61715118, -0.5219256 ]), array([1.07631545, 0.34023961]), array([ 0.61715118, -0.5219256 ]), array([1.07631545, 0.34023961])]",19,"[13, 41, 275]","[13, 41, 275]",258,9,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05566755,  0.46804515]), array([-0.55822358,  1.44172593])]","[array([ 1.08890633, -0.37255465]), array([-0.36266018,  1.03095202]), array([ 1.08890633, -0.37255465]), array([-0.36266018,  1.03095202])]",12,"[101, 1121, 1497]","[101, 1121, 1497]",3,4,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05751293,  0.46846682]), array([-0.55822223,  1.44172761])]","[array([0.15263307, 0.25193678]), array([-0.84551411,  0.60181674]), array([0.15263307, 0.25193678]), array([-0.84551411,  0.60181674])]",41,"[101, 981, 4746]","[101, 981, 4746]",23,4,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.0500157 ,  0.46669507]), array([-0.55822363,  1.44172585])]","[array([ 0.89446485, -0.45058289]), array([ 1.02455134, -0.34835158]), array([ 0.89446485, -0.45058289]), array([ 1.02455134, -0.34835158])]",23,"[13, 31, 359]","[13, 31, 359]",259,10,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005943,  0.4667037 ]), array([-0.55822341,  1.44172615])]","[array([0.29353162, 0.46806191]), array([ 0.99126227, -0.48587432]), array([0.29353162, 0.46806191]), array([ 0.99126227, -0.48587432])]",19,"[101, 225, 2372]","[101, 225, 2372]",4,5,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05120969,  0.46695954]), array([-0.55822321,  1.44172642])]","[array([ 0.93917849, -0.4223473 ]), array([1.31475575, 0.12560334]), array([ 0.93917849, -0.4223473 ]), array([1.31475575, 0.12560334])]",19,"[101, 728, 2399]","[101, 728, 2399]",5,6,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.0500756 ,  0.46670689]), array([-0.55822356,  1.44172594])]","[array([ 0.95846081, -0.40819709]), array([ 1.21644421, -0.29300678]), array([ 0.95846081, -0.40819709]), array([ 1.21644421, -0.29300678])]",69,"[101, 1117, 9274]","[101, 1117, 9274]",161,2,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001087,  0.46669411]), array([-0.55822365,  1.44172582])]","[array([ 0.93917846, -0.4223473 ]), array([ 1.36802375, -0.09062905]), array([ 0.93917846, -0.4223473 ]), array([ 1.36802375, -0.09062905])]",49,"[101, 731, 6113]","[101, 731, 6113]",485,6,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05005947,  0.4667037 ]), array([-0.55822345,  1.44172611])]","[array([0.16460483, 0.33121389]), array([ 0.62498557, -0.52196623]), array([0.16460483, 0.33121389]), array([ 0.62498557, -0.52196623])]",19,"[101, 207, 2246]","[101, 207, 2246]",6,7,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05223069,  0.46718794]), array([-0.55822327,  1.44172634])]","[array([ 1.2426175 , -0.26904691]), array([-0.7465838 ,  0.18944333]), array([ 1.2426175 , -0.26904691]), array([-0.7465838 ,  0.18944333])]",15,"[101, 1247, 1937]","[101, 1247, 1937]",7,8,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05006899,  0.46670931]), array([-0.55822365,  1.44172582])]","[array([0.22562625, 0.32577358]), array([-0.20869148,  0.11070549]), array([0.22562625, 0.32577358]), array([-0.20869148,  0.11070549])]",79,"[101, 813, 9438]","[101, 813, 9438]",460,1,0.2,0.012100000000000003,0.2,7.6000000000000005,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05006901,  0.46670931]), array([-0.55822365,  1.44172583])]","[array([0.22472926, 0.31774166]), array([-0.13257746,  0.07427742]), array([0.22472926, 0.31774166]), array([-0.13257746,  0.07427742])]",80,"[101, 728, 9025]","[101, 728, 9025]",420,1,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05006901,  0.46670931]), array([-0.55822364,  1.44172584])]","[array([0.22446281, 0.3238491 ]), array([-0.87476326,  0.55158336]), array([0.22446281, 0.3238491 ]), array([-0.87476326,  0.55158336])]",85,"[101, 801, 10046]","[101, 801, 10046]",440,1,0.2,0.012100000000000003,0.2,7.6000000000000005,0.005,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001079,  0.4666941 ]), array([-0.55822366,  1.44172582])]","[array([0.16460483, 0.33121389]), array([ 1.22179681, -0.38519099]), array([0.16460483, 0.33121389]), array([ 1.22179681, -0.38519099])]",43,"[101, 221, 5402]","[101, 221, 5402]",486,7,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822362,  1.44172586])]","[array([ 1.20638796, -0.26725602]), array([-0.3260877,  0.8617982]), array([ 1.20638796, -0.26725602]), array([-0.3260877,  0.8617982])]",15,"[101, 1127, 1675]","[101, 1127, 1675]",487,8,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05572235,  0.4680429 ]), array([-0.55822262,  1.44172716])]","[array([ 0.61715116, -0.5219256 ]), array([1.27805159, 0.39274112]), array([ 0.61715116, -0.5219256 ]), array([1.27805159, 0.39274112])]",37,"[101, 855, 4557]","[101, 855, 4557]",8,9,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05009989,  0.46671168]), array([-0.55822358,  1.44172592])]","[array([ 0.93067577, -0.4281888 ]), array([1.2138127 , 0.34036237]), array([ 0.93067577, -0.4281888 ]), array([1.2138127 , 0.34036237])]",68,"[101, 1450, 9963]","[101, 1450, 9963]",162,3,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05003349,  0.46669998]), array([-0.55822365,  1.44172582])]","[array([0.11129048, 0.17053697]), array([-0.83081976,  0.56974661]), array([0.11129048, 0.17053697]), array([-0.83081976,  0.56974661])]",51,"[101, 1685, 6235]","[101, 1685, 6235]",441,2,0.2,0.012100000000000003,0.2,7.6000000000000005,0.005,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05003347,  0.46669997]), array([-0.55822362,  1.44172585])]","[array([0.11364119, 0.17123739]), array([-0.8355676 ,  0.62195485]), array([0.11364119, 0.17123739]), array([-0.8355676 ,  0.62195485])]",65,"[101, 1714, 7947]","[101, 1714, 7947]",461,2,0.2,0.012100000000000003,0.2,7.6000000000000005,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05120682,  0.46695902]), array([-0.55822266,  1.44172708])]","[array([ 0.89446485, -0.45058289]), array([ 1.2997576 , -0.20339077]), array([ 0.89446485, -0.45058289]), array([ 1.2997576 , -0.20339077])]",23,"[101, 603, 2801]","[101, 603, 2801]",9,10,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822356,  1.44172595])]","[array([0.42965194, 0.54274463]), array([-0.4551145 ,  0.05607565]), array([0.42965194, 0.54274463]), array([-0.4551145 ,  0.05607565])]",5,"[13, 29, 69]","[13, 29, 69]",10,1,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822355,  1.44172597])]","[array([ 0.5499111 , -0.51701706]), array([ 1.1179251 , -0.40401399]), array([ 0.5499111 , -0.51701706]), array([ 1.1179251 , -0.40401399])]",14,"[13, 27, 231]","[13, 27, 231]",11,2,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05015642,  0.46672283]), array([-0.55822287,  1.44172684])]","[array([1.0107558 , 0.41859183]), array([1.21615585, 0.37716042]), array([1.0107558 , 0.41859183]), array([1.21615585, 0.37716042])]",22,"[13, 56, 367]","[13, 56, 367]",12,3,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05010798,  0.46671327]), array([-0.55822328,  1.44172632])]","[array([1.12421716, 0.25559379]), array([ 1.00544661, -0.36783037]), array([1.12421716, 0.25559379]), array([ 1.00544661, -0.36783037])]",10,"[13, 39, 148]","[13, 39, 148]",13,4,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822344,  1.44172611])]","[array([0.29353161, 0.46806191]), array([ 0.97205919, -0.48497212]), array([0.29353161, 0.46806191]), array([ 0.97205919, -0.48497212])]",18,"[13, 24, 325]","[13, 24, 325]",14,5,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822357,  1.44172593])]","[array([ 1.12919142, -0.18823888]), array([ 0.81313461, -0.48825231]), array([ 1.12919142, -0.18823888]), array([ 0.81313461, -0.48825231])]",7,"[13, 25, 99]","[13, 25, 99]",15,6,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.5582235 ,  1.44172603])]","[array([0.16460483, 0.33121389]), array([ 0.62503905, -0.52197334]), array([0.16460483, 0.33121389]), array([ 0.62503905, -0.52197334])]",8,"[13, 26, 128]","[13, 26, 128]",16,7,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001087,  0.46669411]), array([-0.55822362,  1.44172586])]","[array([ 0.61715114, -0.5219256 ]), array([ 1.20216121, -0.38579395]), array([ 0.61715114, -0.5219256 ]), array([ 1.20216121, -0.38579395])]",39,"[101, 778, 4652]","[101, 778, 4652]",488,9,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822364,  1.44172584]), array([-0.05005939,  0.46670368])]","[array([0.96629572, 0.45814319]), array([-0.01013448,  1.48753277]), array([0.96629572, 0.45814319]), array([-0.01013448,  1.48753277])]",6,"[13, 30, 78]","[13, 30, 78]",17,8,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003347,  0.46669997]), array([-0.55822363,  1.44172585])]","[array([0.10898432, 0.16798827]), array([-0.83913524,  0.61614643]), array([0.10898432, 0.16798827]), array([-0.83913524,  0.61614643])]",64,"[101, 1695, 7538]","[101, 1695, 7538]",421,2,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05010798,  0.46671327]), array([-0.55822351,  1.44172602])]","[array([ 0.61715116, -0.52192561]), array([ 1.13861604, -0.37233626]), array([ 0.61715116, -0.52192561]), array([ 1.13861604, -0.37233626])]",12,"[13, 40, 195]","[13, 40, 195]",18,9,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822329,  1.44172632])]","[array([ 0.89446485, -0.45058289]), array([ 0.6205488, -0.5219584]), array([ 0.89446485, -0.45058289]), array([ 0.6205488, -0.5219584])]",8,"[13, 28, 117]","[13, 28, 117]",19,10,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001087,  0.46669411]), array([-0.55822366,  1.44172582])]","[array([ 0.89446485, -0.45058289]), array([1.19531755, 0.32836167]), array([ 0.89446485, -0.45058289]), array([1.19531755, 0.32836167])]",22,"[101, 645, 2653]","[101, 645, 2653]",489,10,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.42965194, 0.54274463]), array([-0.134554  ,  0.94783897]), array([0.42965194, 0.54274463]), array([-0.134554  ,  0.94783897])]",8,"[13, 30, 113]","[13, 30, 113]",490,1,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05153303,  0.46704211]), array([-0.55822364,  1.44172583])]","[array([0.09072916, 0.1538514 ]), array([-0.83753002,  0.61593613]), array([0.09072916, 0.1538514 ]), array([-0.83753002,  0.61593613])]",62,"[101, 2238, 7392]","[101, 2238, 7392]",442,3,0.2,0.012100000000000003,0.2,7.6000000000000005,0.005,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.5499111 , -0.51701706]), array([ 0.38981627, -0.46984997]), array([ 0.5499111 , -0.51701706]), array([ 0.38981627, -0.46984997])]",6,"[13, 25, 84]","[13, 25, 84]",491,2,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([1.05504424, 0.41595594]), array([1.19496949, 0.27538592]), array([1.05504424, 0.41595594]), array([1.19496949, 0.27538592])]",12,"[13, 55, 162]","[13, 55, 162]",492,3,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([1.12421714, 0.25559379]), array([ 1.04962024, -0.37045667]), array([1.12421714, 0.25559379]), array([ 1.04962024, -0.37045667])]",10,"[13, 41, 129]","[13, 41, 129]",493,4,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05153295,  0.46704209]), array([-0.55822365,  1.44172583])]","[array([0.08801318, 0.16867523]), array([-0.82308315,  0.60450602]), array([0.08801318, 0.16867523]), array([-0.82308315,  0.60450602])]",62,"[101, 2185, 7255]","[101, 2185, 7255]",462,3,0.2,0.012100000000000003,0.2,7.6000000000000005,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05009187,  0.46671009]), array([-0.55822357,  1.44172594])]","[array([ 0.93782681, -0.42329172]), array([ 0.94688858, -0.47988924]), array([ 0.93782681, -0.42329172]), array([ 0.94688858, -0.47988924])]",62,"[101, 1342, 7987]","[101, 1342, 7987]",163,4,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001081,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.29353161, 0.46806191]), array([-0.20147381,  1.02351265]), array([0.29353161, 0.46806191]), array([-0.20147381,  1.02351265])]",4,"[13, 24, 57]","[13, 24, 57]",494,5,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 1.12919142, -0.18823888]), array([ 0.85738983, -0.49088395]), array([ 1.12919142, -0.18823888]), array([ 0.85738983, -0.49088395])]",15,"[13, 24, 229]","[13, 24, 229]",495,6,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.16460483, 0.33121389]), array([ 0.62493942, -0.52196036]), array([0.16460483, 0.33121389]), array([ 0.62493942, -0.52196036])]",25,"[13, 26, 468]","[13, 26, 468]",496,7,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001081,  0.46669411])]","[array([0.96629572, 0.45814319]), array([-0.01013448,  1.48753278]), array([0.96629572, 0.45814319]), array([-0.01013448,  1.48753278])]",6,"[13, 31, 85]","[13, 31, 85]",497,8,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
